Date,Open,High,Low,Close,Volume
2024-07-24,174.34188354943063,176.06421131064036,171.56526657872067,174.63942339253205,169274
2024-07-25,173.95729587017908,177.10918480164767,172.95216972879075,175.5960891871458,233541
2024-07-26,176.14362361947366,176.94881563048548,174.63842179034117,174.38079347697592,153947
2024-07-29,176.54271827905492,177.56659997927028,173.55576830671714,176.21407589996207,777894
2024-07-30,176.5334980881768,177.89271301788128,174.15407717286104,177.34631860875598,294692
2024-07-31,175.31832340225753,176.2221940741638,174.51361661105793,174.49692322102234,148874
2024-08-01,175.39828533282991,176.7576090158295,174.54652462879525,175.7361703861949,673996
2024-08-02,175.29594814933108,178.0314617838411,174.0740223121009,177.0174014668631,174553
2024-08-05,174.4281165189261,176.76247109450964,172.76120265486696,173.8256139928059,692632
2024-08-06,179.09497795511982,180.57242914537548,177.62022901921102,178.88411159241747,935570
2024-08-07,178.44620094575657,181.51617318533647,178.51823825307395,179.03163491449246,809662
2024-08-08,176.72132824872438,177.73674211143947,175.81338569975932,177.90312229609515,671926
2024-08-09,178.16377450979164,179.85627773201492,176.8983911522277,179.30955361294048,178249
2024-08-12,176.49286498803093,177.03319130218838,174.68156423909448,177.30660676038195,992297
2024-08-13,178.83195422246553,179.5913007542875,176.75441571050047,177.94067142295492,627007
2024-08-14,180.00212613638672,181.69249515040156,178.8843647153885,181.03351944963342,778250
2024-08-15,178.36197591474385,180.943477876468,176.67312763468388,179.35716830802153,570452
2024-08-16,181.06982426565952,181.79665179454418,180.02145536365882,180.23302271592652,529725
2024-08-19,181.32481950509265,182.15451765616825,180.41550973462498,182.07821457161438,142534
2024-08-20,182.51371358918198,183.8504873074077,181.1378047715329,182.138519212733,595518
2024-08-21,186.76296894087528,188.88111117204483,184.5676762332355,187.05062966557398,716529
2024-08-22,185.64902771736377,188.1037498032367,184.84395879237283,185.82733135117957,512003
2024-08-23,184.21261532090165,185.56208670013476,183.29561437735856,184.10097511944375,226209
2024-08-26,183.0775480341171,183.74902610086812,182.36646846595858,182.23471889189653,542061
2024-08-27,181.28704281771633,183.35113018162548,180.05436718506033,181.84176947046353,289004
2024-08-28,182.12468030201526,181.94051451260745,179.729753966969,180.9747384274152,716412
2024-08-29,181.7020802477456,184.12101256809305,180.99235144224286,182.42682599256986,715947
2024-08-30,182.69185074872848,184.44315850248537,181.49218758627362,181.66138672977027,264134
2024-09-02,184.44956912208346,184.84773810752822,182.93047222003517,183.81562122190562,175713
2024-09-03,183.2372332431769,184.8807197581706,183.67090193444477,184.29002691475088,842623
2024-09-04,187.4451872283483,189.59139164131722,185.97395415314853,187.6995588139928,588972
2024-09-05,185.94487075157846,187.83734040935119,185.66590280384585,186.2263038237031,175418
2024-09-06,192.9512777859571,193.27042144515198,190.87414244666238,192.28091990389223,228232
2024-09-09,192.57779730205445,195.4060709810632,192.5409475829097,194.05242734302058,620551
2024-09-10,191.3954049811697,193.96065388848336,189.28510217223587,191.79788311008025,263038
2024-09-11,188.59507107375072,191.89637386523916,187.7371868304853,188.89029068710067,268383
2024-09-12,191.38306507177168,192.39607293859765,188.5311119297908,189.43811813119285,918007
2024-09-13,189.94678101809058,191.1949101684899,187.8640485202134,190.68258874522994,425996
2024-09-16,191.56116202025234,192.0373934190096,189.87350758775415,190.41293080731305,358722
2024-09-17,191.4510201895362,194.3711610666142,191.6430266585845,193.06627058012774,232079
2024-09-18,192.67113035024397,193.78801790891723,190.59699632580853,192.22908367750006,302053
2024-09-19,189.89743315949997,191.82606599180275,188.80393973726703,191.3557573703346,700530
2024-09-20,188.24403610281848,189.76063629412653,185.45704857556842,188.0454939954844,278589
2024-09-23,185.96517690076703,187.27729258441533,185.19157852734367,187.5507658408697,603238
2024-09-24,187.6490706497773,189.7529454170317,187.51253460285884,187.96911883935337,129257
2024-09-25,187.76898203240657,189.21858998624523,187.62833088511294,189.23025927457263,580488
2024-09-26,186.1485390295064,187.64172642327463,184.97824054648913,186.0082669665049,535423
2024-09-27,186.680449257514,187.16337354235245,184.75893250832556,186.5105182315966,244353
2024-09-30,186.45281902930316,188.0590375829826,185.67984514110864,187.5764126768832,423390
2024-10-01,186.1047421114342,186.28873937159838,184.3414934262485,186.30104110641685,363579
2024-10-02,185.76771475943127,187.65955769416735,183.38810659234926,186.8293040283338,329947
2024-10-03,186.02633506548239,187.96964428535807,184.26600488811346,186.51410135455626,331758
2024-10-04,183.57313942504246,185.35835146136031,182.717160347694,183.52714749550066,715645
